Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend
22,Male,Emirati,Fujairah,Tier 3,Married,Masters,Self-Employed,31075,0,1,Rarely,Both,Electronics,4,1484,0,1,4.8,Instagram,0,0,7,98,3,8,20,1,2,0,0,0,0,1,4926
37,Female,British,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,13077,1,1,Bi-Weekly,In-Store,Sports,1,1630,2,1,7.4,YouTube,0,1,23,116,8,0,5,6,4,0,0,1,0,0,3701
28,Female,Indian,Fujairah,Tier 3,Married,High School,Employed Full-Time,21975,0,1,Monthly,Both,Home and Living,9,587,3,1,7.4,Instagram,1,0,9,123,7,9,68,1,3,1,1,0,1,1,8873
27,Female,Indian,Ajman,Tier 3,Married,Bachelors,Self-Employed,24782,1,0,Bi-Weekly,Both,Sports,16,2101,1,1,2.2,Twitter X,1,1,23,29,4,9,14,4,4,1,1,1,0,1,5514
57,Male,Pakistani,Dubai,Tier 1,Married,High School,Self-Employed,14443,0,0,Weekly,Online,Fashion,9,1862,0,0,2.8,TikTok,0,1,10,150,2,9,3,2,8,0,1,1,0,0,7645
55,Female,Other,Abu Dhabi,Tier 1,Married,Masters,Student,4199,1,1,Weekly,Both,Beauty,12,2084,0,0,1.7,TikTok,0,1,0,3,3,9,114,0,2,1,1,0,0,1,4350
23,Male,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,28354,1,1,Weekly,Online,Groceries,14,2381,7,1,7.5,Instagram,0,1,19,6,3,6,82,6,1,1,1,0,0,1,11355
25,Male,Emirati,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,26009,1,1,Weekly,Both,Luxury,15,771,3,1,3.5,Snapchat,1,1,9,168,5,7,58,3,1,1,1,1,1,1,6632
40,Female,Indian,Dubai,Tier 1,Single,Masters,Employed Full-Time,29146,1,0,Monthly,Both,Electronics,16,1873,1,1,3.9,Instagram,1,0,6,76,7,9,27,2,8,1,0,0,1,0,9178
64,Male,Emirati,Dubai,Tier 1,Divorced,High School,Employed Full-Time,8117,1,1,Rarely,In-Store,Fashion,8,2790,9,1,6.5,Instagram,0,0,21,5,4,3,4,7,6,0,1,1,0,1,3587
43,Male,Indian,Ras Al Khaimah,Tier 3,Married,Bachelors,Employed Full-Time,10982,0,1,Monthly,Online,Home and Living,10,1838,2,0,4.3,Instagram,0,0,2,3,1,0,67,0,9,0,1,0,0,0,3554
63,Male,Filipino,Dubai,Tier 1,Married,Masters,Employed Full-Time,13101,1,1,Weekly,In-Store,Fashion,14,2002,7,0,1.4,Instagram,0,0,18,4,3,10,64,0,3,1,1,1,0,1,7695
60,Male,Emirati,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,13921,0,1,Daily,Both,Sports,17,2754,5,0,3.8,Snapchat,0,0,27,5,3,10,91,1,5,1,0,0,1,1,6800
29,Male,Emirati,Dubai,Tier 1,Married,Masters,Employed Full-Time,26515,1,0,Monthly,Both,Electronics,3,1001,7,1,5.2,TikTok,1,1,3,57,1,2,92,3,9,1,1,1,1,1,5309
43,Female,British,Dubai,Tier 1,Single,Masters,Employed Full-Time,34806,1,1,Weekly,Both,Electronics,4,677,9,0,5.9,Instagram,0,0,29,99,8,1,86,5,5,0,1,0,0,1,7297
30,Male,Indian,Ajman,Tier 3,Single,Bachelors,Unemployed,1482,0,1,Monthly,Online,Travel,16,1827,4,1,5.3,Snapchat,0,1,25,170,4,2,42,3,2,1,1,0,0,0,2295
57,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,19348,0,1,Monthly,Both,Groceries,14,2471,2,0,1.4,Twitter X,0,0,5,83,5,5,29,0,8,1,0,1,0,0,11070
35,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,6430,1,0,Bi-Weekly,Both,Fashion,14,1691,5,1,2.8,Snapchat,0,1,29,156,3,9,80,5,3,1,1,1,0,1,5529
42,Female,Egyptian,Dubai,Tier 1,Single,Masters,Student,1190,0,0,Weekly,Online,Fashion,16,1197,9,1,6.0,YouTube,0,0,0,55,4,2,35,7,0,1,0,0,0,1,2107
50,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Part-Time,6936,1,1,Weekly,Online,Travel,8,1467,7,1,7.1,Instagram,1,1,25,166,1,9,19,5,1,0,1,1,1,1,5178
64,Female,Pakistani,Sharjah,Tier 2,Single,PhD,Student,4652,1,1,Weekly,Both,Home and Living,18,699,4,1,0.9,Twitter X,1,0,3,23,4,3,116,4,4,0,0,0,0,1,3237
57,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,13307,1,0,Bi-Weekly,Both,Food and Dining,7,2822,4,0,0.8,Snapchat,1,1,24,135,2,0,94,3,7,1,0,0,0,0,5638
60,Female,Filipino,Abu Dhabi,Tier 1,Married,Diploma,Employed Full-Time,10709,0,1,Rarely,Online,Luxury,3,861,2,0,5.3,Snapchat,0,0,6,38,10,5,79,2,6,1,0,0,0,1,2211
29,Female,Indian,Ras Al Khaimah,Tier 3,Married,High School,Student,1249,0,0,Daily,Both,Luxury,6,1129,2,0,4.6,Snapchat,1,0,10,109,6,1,69,7,8,1,0,0,1,0,4032
61,Female,Egyptian,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,24707,1,1,Weekly,In-Store,Beauty,16,2229,7,0,1.7,TikTok,1,1,5,85,2,3,31,4,0,0,1,1,1,0,12185
53,Male,Lebanese,Ajman,Tier 3,Married,Masters,Student,4064,0,1,Bi-Weekly,Both,Luxury,4,2878,0,1,4.6,TikTok,0,1,26,37,9,4,43,7,1,1,1,0,1,1,6325
21,Female,Egyptian,Sharjah,Tier 2,Married,Masters,Self-Employed,32653,0,0,Weekly,In-Store,Groceries,19,2219,3,1,7.8,Snapchat,1,1,4,134,2,4,95,1,9,1,0,0,0,0,6016
22,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Unemployed,398,1,0,Monthly,In-Store,Luxury,2,2299,8,0,5.2,Instagram,1,0,11,138,4,3,73,0,3,1,1,0,1,1,4674
54,Female,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,20933,0,0,Weekly,Online,Sports,4,2039,5,0,3.9,Snapchat,0,1,28,155,4,2,77,0,6,1,1,1,0,1,9264
25,Female,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,16632,1,0,Rarely,Both,Sports,2,1675,5,1,6.7,Facebook,0,0,1,116,1,3,107,2,0,0,0,0,1,0,6129
59,Male,Indian,Ajman,Tier 3,Divorced,High School,Employed Full-Time,18245,1,1,Rarely,In-Store,Groceries,7,2799,9,1,2.1,TikTok,0,0,17,106,7,2,21,2,4,1,1,1,1,1,6913
45,Female,Indian,Dubai,Tier 1,Single,Bachelors,Unemployed,1732,0,0,Monthly,Both,Home and Living,15,2655,6,1,3.6,Instagram,0,1,21,57,1,2,110,5,1,1,1,1,0,1,3435
48,Male,Lebanese,Dubai,Tier 1,Married,Masters,Employed Full-Time,32973,1,0,Weekly,Online,Beauty,17,1897,6,0,4.5,Instagram,0,1,8,92,8,3,95,1,1,0,0,1,0,1,9288
26,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,5535,1,1,Weekly,Both,Beauty,14,1915,5,0,4.3,Instagram,1,0,13,16,3,8,65,7,1,0,0,0,1,1,3640
46,Male,Pakistani,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,12281,1,1,Monthly,In-Store,Food and Dining,11,628,8,1,7.4,Instagram,0,0,11,114,8,8,105,1,8,1,0,0,1,1,4837
31,Male,Filipino,Ras Al Khaimah,Tier 3,Single,Masters,Employed Full-Time,24843,0,1,Monthly,Online,Beauty,17,1186,7,0,2.7,Instagram,1,1,8,59,8,7,77,5,9,1,1,0,0,1,9110
57,Female,Filipino,Ajman,Tier 3,Single,Bachelors,Employed Full-Time,17450,1,1,Monthly,Online,Electronics,5,2324,7,1,0.9,Instagram,1,0,0,156,10,3,34,5,4,0,1,0,1,0,9581
58,Male,Emirati,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,8190,1,0,Bi-Weekly,Online,Home and Living,14,2271,1,1,7.4,Instagram,1,0,6,3,10,1,61,3,7,1,0,1,0,1,4446
39,Male,Jordanian,Dubai,Tier 1,Divorced,Diploma,Student,844,1,1,Weekly,Both,Sports,17,1069,6,0,2.1,TikTok,1,1,6,117,5,8,36,4,9,1,1,0,1,1,2967
28,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,14093,1,1,Rarely,In-Store,Travel,2,1207,0,1,3.3,YouTube,1,0,9,158,3,5,80,0,5,1,1,0,0,1,4494
40,Female,American,Abu Dhabi,Tier 1,Married,Masters,Student,1287,0,0,Weekly,Online,Home and Living,7,1699,9,1,4.5,YouTube,1,1,1,19,9,7,74,3,0,1,0,0,1,0,3110
18,Female,Lebanese,Fujairah,Tier 3,Married,Masters,Self-Employed,27855,1,1,Daily,Online,Electronics,4,2240,7,0,7.8,Instagram,0,1,29,97,1,3,102,1,9,1,1,1,1,1,9643
63,Female,British,Abu Dhabi,Tier 1,Single,High School,Employed Part-Time,7960,1,0,Daily,In-Store,Electronics,8,618,2,0,4.5,Instagram,0,1,27,136,1,7,41,2,8,1,1,0,0,1,2477
54,Female,Filipino,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,10834,1,0,Monthly,Online,Fashion,1,1367,8,0,3.9,TikTok,1,0,25,19,2,5,34,3,6,1,1,0,1,1,6105
38,Male,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,14564,1,1,Daily,In-Store,Fashion,10,326,4,1,4.9,Instagram,0,0,3,36,10,5,25,2,1,0,0,0,0,1,3379
43,Male,Indian,Fujairah,Tier 3,Single,Bachelors,Employed Full-Time,18742,0,1,Bi-Weekly,Both,Luxury,1,1565,6,1,7.8,Snapchat,0,1,28,112,6,5,57,5,7,1,1,0,0,1,5505
63,Female,Egyptian,Sharjah,Tier 2,Married,Masters,Self-Employed,28952,1,1,Weekly,In-Store,Fashion,1,1636,6,1,6.6,TikTok,0,1,7,60,2,8,65,4,1,1,1,1,1,0,10688
53,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,20902,0,0,Weekly,In-Store,Fashion,4,2008,8,0,1.8,TikTok,0,0,21,34,4,0,76,6,1,1,0,1,0,0,6045
40,Female,Jordanian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,7710,1,1,Monthly,Online,Sports,17,1544,1,1,6.5,Twitter X,1,1,26,155,6,0,22,2,3,1,1,1,0,0,5253
18,Male,Indian,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,21213,1,1,Daily,Online,Groceries,5,2373,3,1,6.8,Twitter X,0,0,13,167,2,4,60,6,7,0,1,0,0,1,9704
57,Male,Indian,Sharjah,Tier 2,Divorced,Bachelors,Self-Employed,10627,0,1,Weekly,Both,Electronics,14,283,7,1,5.7,YouTube,0,1,12,42,4,0,54,6,6,0,1,1,0,1,2758
32,Female,Indian,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,11988,1,0,Bi-Weekly,Both,Home and Living,6,1315,4,0,5.4,Instagram,0,0,15,42,7,9,22,0,1,1,1,0,1,0,8057
38,Female,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,6986,1,1,Bi-Weekly,In-Store,Electronics,7,81,4,1,3.8,LinkedIn,1,1,6,88,1,8,61,4,9,1,1,0,1,0,1268
64,Female,Filipino,Dubai,Tier 1,Single,High School,Employed Full-Time,14509,0,0,Weekly,Online,Home and Living,8,1421,2,1,5.3,Snapchat,1,0,9,176,9,3,112,2,5,0,0,0,1,1,3197
26,Female,British,Dubai,Tier 1,Single,Masters,Unemployed,1865,0,0,Rarely,In-Store,Luxury,18,809,4,1,6.0,Snapchat,0,0,10,159,10,1,66,3,3,1,1,0,0,0,2724
26,Male,Egyptian,Dubai,Tier 1,Divorced,High School,Employed Full-Time,16665,1,0,Rarely,Both,Food and Dining,4,1848,6,1,1.4,LinkedIn,1,0,10,22,10,2,45,0,9,1,0,1,1,1,7364
27,Male,Lebanese,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,20560,1,0,Bi-Weekly,Both,Electronics,3,1844,3,1,2.4,YouTube,0,0,29,87,7,8,72,0,0,0,0,0,1,1,7579
43,Female,Other,Abu Dhabi,Tier 1,Single,Masters,Employed Part-Time,12178,1,1,Weekly,Both,Fashion,4,842,7,1,2.0,Facebook,0,1,5,41,9,10,97,1,7,1,0,0,0,1,3991
58,Female,Lebanese,Dubai,Tier 1,Single,High School,Self-Employed,13906,0,1,Weekly,Online,Home and Living,16,1441,5,0,6.8,TikTok,1,0,24,24,7,7,69,1,7,1,1,0,0,1,4643
52,Male,Emirati,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,10170,1,0,Monthly,Both,Fashion,13,811,5,1,5.6,TikTok,0,1,26,168,1,2,64,7,5,0,0,0,0,1,3304
42,Female,American,Ajman,Tier 3,Married,Bachelors,Self-Employed,6623,0,1,Bi-Weekly,Both,Beauty,11,314,5,1,3.9,Snapchat,0,1,11,160,7,7,10,3,9,0,0,0,0,0,1829
43,Male,Indian,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,23162,1,0,Weekly,In-Store,Electronics,11,2312,3,1,6.7,Twitter X,1,0,9,51,9,3,67,5,6,0,1,1,0,1,8818
28,Male,Indian,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,19576,1,0,Monthly,In-Store,Sports,5,331,2,0,5.9,Facebook,0,1,25,33,8,5,11,1,2,1,1,1,1,1,8664
55,Male,Egyptian,Dubai,Tier 1,Married,PhD,Self-Employed,26377,1,0,Bi-Weekly,In-Store,Travel,1,579,9,1,7.4,TikTok,0,1,8,28,4,3,118,2,8,0,0,0,0,1,9123
19,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,8365,1,0,Bi-Weekly,Both,Food and Dining,14,1932,5,0,1.1,TikTok,0,1,21,90,5,10,94,5,3,0,0,0,1,1,3567
24,Female,Emirati,Dubai,Tier 1,Single,Diploma,Self-Employed,15379,1,0,Weekly,Both,Luxury,19,2078,5,0,4.3,Instagram,0,0,5,82,3,4,28,7,1,0,1,0,0,0,9101
35,Male,Indian,Sharjah,Tier 2,Single,Bachelors,Student,4202,1,1,Weekly,Online,Electronics,5,2099,1,1,5.8,YouTube,1,0,8,122,10,9,5,7,3,1,0,1,1,1,4487
44,Female,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,8755,0,1,Rarely,In-Store,Home and Living,6,2610,9,1,2.1,Instagram,1,1,25,79,10,8,12,1,1,1,1,0,0,1,5826
51,Male,Other,Abu Dhabi,Tier 1,Single,Bachelors,Student,4533,1,1,Monthly,Both,Beauty,19,865,8,0,3.0,Snapchat,0,0,24,102,2,1,44,7,3,1,1,0,1,0,2001
44,Male,Emirati,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,24054,1,1,Weekly,Online,Food and Dining,12,513,3,0,3.6,LinkedIn,0,0,2,22,3,8,109,0,1,1,1,1,0,0,8068
34,Male,Indian,Sharjah,Tier 2,Divorced,Bachelors,Self-Employed,13098,0,1,Bi-Weekly,In-Store,Travel,14,1520,3,0,6.5,TikTok,1,1,6,18,7,2,93,3,7,1,1,0,0,0,5703
60,Male,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,19991,0,0,Bi-Weekly,Online,Food and Dining,17,1436,9,0,4.2,Twitter X,0,0,2,2,8,4,90,2,5,1,1,0,1,1,7454
61,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,23905,1,0,Weekly,Online,Travel,7,213,7,1,4.2,Twitter X,0,0,19,94,2,6,93,0,7,1,1,0,1,1,5267
41,Female,Other,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,22259,0,0,Bi-Weekly,Both,Beauty,1,1776,2,0,3.7,Instagram,1,1,29,89,9,1,29,0,0,1,1,0,1,1,9684
42,Female,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,7958,1,1,Bi-Weekly,In-Store,Sports,17,1660,9,1,2.2,TikTok,0,0,24,154,4,3,78,4,8,0,1,0,0,1,5337
24,Female,Filipino,Fujairah,Tier 3,Divorced,Bachelors,Employed Full-Time,6136,1,1,Weekly,Both,Food and Dining,6,2635,6,1,7.4,Facebook,1,1,25,39,2,0,36,1,1,1,0,1,0,1,5419
23,Male,British,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,14788,0,0,Weekly,Online,Home and Living,4,560,6,0,2.9,TikTok,0,1,7,17,7,10,35,6,7,1,1,0,1,0,3024
41,Male,Other,Dubai,Tier 1,Single,Masters,Employed Full-Time,24385,0,0,Weekly,Online,Luxury,14,1847,1,1,4.8,Snapchat,0,0,21,16,2,2,113,5,3,0,0,1,1,1,8890
50,Male,Egyptian,Dubai,Tier 1,Married,Masters,Employed Part-Time,33612,0,0,Bi-Weekly,Both,Food and Dining,8,1294,2,1,1.6,Snapchat,1,0,21,155,7,5,8,2,1,1,0,1,0,1,10273
46,Male,Lebanese,Ras Al Khaimah,Tier 3,Single,Bachelors,Employed Full-Time,12599,0,0,Bi-Weekly,In-Store,Home and Living,18,604,3,1,3.8,Instagram,0,0,7,177,8,1,16,3,0,0,0,0,0,0,3557
60,Female,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,12715,1,1,Weekly,Online,Fashion,13,2738,1,1,7.3,TikTok,0,0,12,131,9,7,43,3,3,1,1,1,1,1,8978
39,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,7050,1,0,Bi-Weekly,Both,Fashion,8,1356,8,0,8.0,Instagram,0,0,1,42,1,6,69,3,9,1,0,1,0,0,2326
43,Female,Indian,Ras Al Khaimah,Tier 3,Single,PhD,Employed Full-Time,30586,1,1,Weekly,In-Store,Electronics,16,1958,9,0,3.2,Instagram,1,0,13,63,2,2,16,4,0,1,1,0,0,0,14201
45,Female,Other,Ajman,Tier 3,Single,High School,Student,2272,1,1,Monthly,In-Store,Beauty,5,1447,5,0,1.7,Snapchat,0,1,4,29,2,0,56,7,7,0,1,0,1,0,4431
38,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Student,4402,1,0,Weekly,In-Store,Beauty,3,308,0,1,2.9,Snapchat,1,0,12,130,7,9,41,2,1,0,0,0,0,0,2071
24,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,5309,1,1,Bi-Weekly,Online,Home and Living,13,2542,0,1,3.0,Instagram,0,0,22,107,6,3,77,0,7,0,0,1,1,0,7753
34,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,11202,0,1,Bi-Weekly,In-Store,Beauty,15,1274,7,1,5.3,Facebook,0,0,27,104,9,3,8,5,9,1,1,0,0,1,6238
37,Female,Emirati,Sharjah,Tier 2,Married,Bachelors,Self-Employed,11700,0,1,Monthly,In-Store,Food and Dining,4,1715,5,1,4.2,TikTok,1,0,12,14,3,10,54,4,0,0,1,0,0,1,4211
58,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,8718,1,1,Monthly,Online,Fashion,3,1453,9,0,6.3,YouTube,1,1,18,12,8,4,90,5,6,0,1,1,0,1,7667
37,Male,Other,Dubai,Tier 1,Married,Masters,Self-Employed,16054,1,1,Weekly,Both,Travel,2,1915,6,0,5.8,TikTok,0,0,23,24,5,2,5,5,6,1,1,1,0,1,7660
39,Male,Pakistani,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,14233,0,1,Rarely,Online,Electronics,4,815,5,1,2.4,Instagram,0,1,2,28,5,10,9,1,4,1,1,1,0,0,5268
45,Male,Egyptian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,18171,1,0,Monthly,Both,Home and Living,6,114,1,1,6.4,Facebook,0,0,13,146,10,1,102,0,2,0,0,0,0,1,5475
57,Male,American,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,14726,0,1,Bi-Weekly,Online,Home and Living,4,2755,2,1,6.9,Snapchat,0,0,3,101,5,1,66,3,5,1,0,0,1,0,9466
24,Female,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,30362,1,0,Rarely,Both,Luxury,17,1719,7,1,5.0,TikTok,0,1,25,134,8,7,71,1,4,1,0,0,1,1,6723
18,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,4145,1,1,Weekly,Both,Beauty,7,2139,3,1,7.5,TikTok,1,0,9,30,7,6,30,2,8,1,1,0,0,0,3034
49,Female,Indian,Dubai,Tier 1,Single,High School,Employed Full-Time,16014,0,1,Daily,Online,Fashion,18,928,7,0,6.4,Instagram,1,0,5,34,7,0,81,2,3,1,1,1,1,1,7863
30,Female,Indian,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,23958,0,1,Monthly,Both,Groceries,10,245,2,1,5.0,TikTok,1,0,5,156,4,8,108,6,8,1,1,0,1,1,8064
47,Male,Egyptian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,5858,1,0,Rarely,In-Store,Fashion,17,1433,1,1,7.3,Instagram,1,1,1,75,6,2,95,6,9,1,1,0,0,1,5133
40,Male,Pakistani,Sharjah,Tier 2,Single,Masters,Self-Employed,29692,1,1,Weekly,Both,Groceries,4,1845,6,0,5.0,Snapchat,1,0,1,16,1,2,65,5,5,1,1,1,1,0,6006
36,Female,Emirati,Ajman,Tier 3,Married,High School,Self-Employed,7598,0,0,Bi-Weekly,Both,Beauty,19,2485,0,0,4.4,LinkedIn,0,0,18,154,6,0,92,6,8,0,1,0,0,1,6533
49,Female,Filipino,Abu Dhabi,Tier 1,Single,Bachelors,Employed Part-Time,17583,1,1,Monthly,Online,Home and Living,7,114,2,1,3.2,Twitter X,0,0,2,159,5,10,30,4,2,0,1,0,1,0,2732
47,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,18869,0,1,Rarely,Online,Travel,13,1370,1,0,7.1,Instagram,0,1,19,27,1,3,47,2,0,0,0,0,0,0,7797
46,Male,Lebanese,Ras Al Khaimah,Tier 3,Married,PhD,Employed Part-Time,39361,1,0,Weekly,Online,Travel,3,1500,4,0,1.4,LinkedIn,0,0,3,112,1,9,95,6,5,1,1,1,0,0,12960
62,Male,Jordanian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,19216,1,1,Weekly,In-Store,Beauty,8,272,1,1,4.1,TikTok,1,0,3,49,3,10,88,3,3,0,0,1,0,1,1454
46,Male,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15358,1,1,Weekly,Online,Electronics,11,1582,9,0,4.5,Instagram,1,0,25,137,4,1,31,4,9,1,1,0,1,0,7107
47,Male,Indian,Abu Dhabi,Tier 1,Married,PhD,Employed Full-Time,47995,1,1,Bi-Weekly,In-Store,Luxury,16,491,4,1,4.7,Facebook,0,1,25,26,1,2,60,4,3,1,1,1,0,1,6456
33,Female,Lebanese,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,8352,1,1,Rarely,Online,Beauty,19,1487,2,0,5.4,TikTok,1,1,10,6,10,10,117,3,3,1,1,0,0,1,4559
57,Female,Indian,Sharjah,Tier 2,Single,Diploma,Employed Part-Time,16106,1,1,Bi-Weekly,Both,Beauty,9,952,8,0,4.3,Instagram,1,0,2,135,7,0,75,2,0,1,1,0,0,0,4658
36,Female,Egyptian,Ajman,Tier 3,Married,High School,Student,613,1,0,Rarely,Online,Home and Living,10,2550,9,1,2.4,Instagram,0,0,16,13,2,2,106,1,4,1,1,1,1,1,5778
35,Female,Egyptian,Sharjah,Tier 2,Single,Bachelors,Self-Employed,13096,1,1,Monthly,Online,Home and Living,6,2417,8,1,6.9,TikTok,1,0,8,177,4,3,80,4,8,0,1,1,1,0,7209
18,Female,Emirati,Dubai,Tier 1,Single,Masters,Employed Full-Time,21486,1,0,Bi-Weekly,Online,Travel,3,819,7,1,5.4,Instagram,0,1,13,10,9,5,9,1,2,0,0,0,1,1,6052
31,Male,Lebanese,Dubai,Tier 1,Single,PhD,Employed Full-Time,49746,1,1,Daily,Both,Food and Dining,8,932,4,1,6.9,Twitter X,0,1,1,43,8,2,94,1,1,1,1,1,0,1,15728
64,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,14809,0,1,Weekly,Both,Food and Dining,6,500,9,1,2.6,TikTok,1,1,13,110,2,10,76,6,1,1,0,0,0,0,2869
19,Female,Indian,Dubai,Tier 1,Married,PhD,Self-Employed,27675,1,1,Daily,Online,Luxury,8,2993,6,0,5.3,TikTok,0,1,2,177,9,5,54,1,9,1,0,1,0,1,9476
45,Male,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,13868,1,1,Weekly,Both,Travel,14,1152,1,1,5.9,Instagram,0,0,1,112,1,1,111,5,6,1,1,0,1,0,7990
47,Female,Emirati,Abu Dhabi,Tier 1,Married,Masters,Unemployed,764,1,1,Daily,Both,Electronics,8,792,2,1,3.4,Twitter X,0,1,21,101,6,10,61,1,5,0,1,0,0,1,4000
55,Female,Filipino,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,8195,0,1,Weekly,Both,Travel,11,2454,1,0,6.6,TikTok,0,0,21,18,3,7,64,7,1,1,1,1,0,0,6371
21,Male,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,12456,1,0,Bi-Weekly,In-Store,Electronics,10,1659,9,0,0.5,TikTok,0,0,28,11,1,4,80,3,0,0,1,0,0,1,6039
18,Female,Filipino,Abu Dhabi,Tier 1,Married,PhD,Employed Part-Time,19284,1,0,Bi-Weekly,Online,Sports,10,1594,0,1,5.0,Twitter X,1,1,0,10,8,0,97,6,6,1,1,0,0,1,6960
25,Female,Other,Dubai,Tier 1,Married,PhD,Student,3849,1,0,Weekly,Online,Fashion,11,2879,2,0,5.1,Instagram,1,0,3,156,6,5,6,0,5,1,1,0,0,1,6601
46,Female,Other,Dubai,Tier 1,Single,Bachelors,Self-Employed,15678,0,1,Monthly,Online,Groceries,1,2663,3,0,4.5,TikTok,0,0,9,53,4,2,45,2,4,1,1,0,1,1,9749
56,Female,Lebanese,Abu Dhabi,Tier 1,Married,High School,Employed Part-Time,9178,0,0,Bi-Weekly,In-Store,Fashion,15,1965,8,1,5.2,Snapchat,1,0,14,54,3,3,65,0,4,1,0,0,0,1,6274
20,Female,Indian,Abu Dhabi,Tier 1,Married,High School,Employed Part-Time,14898,1,1,Monthly,In-Store,Groceries,5,1298,1,1,1.8,TikTok,0,0,20,153,10,9,77,5,9,0,1,0,1,1,6008
49,Male,Other,Sharjah,Tier 2,Divorced,Bachelors,Self-Employed,9566,1,0,Monthly,Both,Groceries,14,577,8,0,5.6,Instagram,0,1,11,6,2,7,37,0,2,1,0,1,0,1,2488
27,Male,Emirati,Sharjah,Tier 2,Married,High School,Employed Full-Time,24353,1,1,Monthly,Online,Electronics,8,773,0,0,3.0,TikTok,0,0,5,106,5,7,99,4,4,1,1,0,0,0,7965
